id,label,support_mass,conflict_mass,gap,neutral_cov,rougeL_ctx,uni_cov_ctx
6a631f82-acfd-40e7-8512-c9da4d668814,no,0.9501786231994629,0.005829500500112772,0.9443491226993501,0.04399186000227928,0.35483870929448497,0.2391304347826087
937aea1d-8b39-476c-859e-8141ed8aa3ff,extrinsic,0.09574209898710251,0.33380141854286194,-0.23805931955575943,0.5704564452171326,0.21965317874502988,0.2755102040816326
be725270-230c-4bcf-aaac-160d085a6bce,intrinsic,0.0018849197076633573,0.33367088437080383,-0.3317859646631405,0.6644442081451416,0.2721893487330275,0.29347826086956524
d6c68812-f9ce-497a-9baa-afdb659d4ae2,no,0.9988226294517517,0.00010840538743650541,0.9987142240643152,0.001068939920514822,0.3399999995512,0.39655172413793105
13fd39a7-ae6d-450b-b8de-4c1d07e47894,no,0.9950780272483826,0.0004712003574240953,0.9946068268909585,0.0044508036226034164,0.2077922075115534,0.21839080459770116
bf4d8d81-8760-4941-90b7-0a4d1537d9a4,intrinsic,0.008244871161878109,0.0001982602698262781,0.008046610892051831,0.9915568828582764,0.18181818131921484,0.18823529411764706
64aef800-308b-426b-a34b-459c7eba08d2,intrinsic,0.0010325362673029304,0.6621832847595215,-0.6611507484922186,0.33678415417671204,0.1862745094146482,0.18487394957983194
c6d5a788-aa6c-4248-9562-1caeceb71c2d,intrinsic,0.015499006025493145,0.6150639057159424,-0.5995648996904492,0.36943718791007996,0.26470588195685557,0.24358974358974358
80b1b0b3-d3d7-4048-8768-2c7a58650871,extrinsic,0.07621212303638458,0.49094897508621216,-0.4147368520498276,0.43283891677856445,0.23333333293458333,0.3333333333333333
34e2663b-be98-4afb-b045-d1124befdea4,extrinsic,0.012093398720026016,0.002884140470996499,0.009209258249029517,0.9850224852561951,0.21848739450632013,0.20512820512820512
2e2400f9-08f7-4346-8a29-dad6ac596824,intrinsic,0.008537360467016697,0.6664214134216309,-0.6578840529546142,0.6579549908638,0.22727272695822315,0.25806451612903225
45bcfa47-27ff-4771-bbff-15218c0eb5e0,extrinsic,0.11227407306432724,0.9554257392883301,-0.8431516662240028,0.2374020218849182,0.2290748895006695,0.34
8b79fd8a-cd82-41b4-8afd-696aef81bdc5,intrinsic,0.003440713509917259,0.0002357192279305309,0.0032049942819867283,0.9963235855102539,0.19047618997732427,0.14583333333333334
82c71dc7-f984-40b0-923c-eda27660195c,no,0.9969420433044434,0.002280066255480051,0.9946619770489633,0.0007779262959957123,0.6406249995395508,0.6833333333333333
2c12b1db-a3cb-4dd5-bafa-fbd4c85cff8e,intrinsic,0.002760584931820631,0.9835174679756165,-0.9807568830437958,0.013721972703933716,0.33644859766267793,0.29577464788732394
100d70a8-90b3-4633-b484-04d22dd1c21d,no,0.9968359470367432,0.00014152482617646456,0.9966944222105667,0.005843716207891703,0.20618556664316082,0.27184466019417475
0ab15305-94f6-4ba4-a575-9eda81c0fe38,extrinsic,0.5036495327949524,0.0003556764859240502,0.5032938563090283,0.49599477648735046,0.24347826037595463,0.20833333333333334
4f7a4764-af09-406d-b1e8-814c7e2264ef,no,0.9957897663116455,0.0007669662591069937,0.9950228000525385,0.0034433293621987104,0.23655913945982196,0.15492957746478872
88015933-41af-4ef0-8f60-33934509e122,extrinsic,0.07399635761976242,0.9842976927757263,-0.9103013351559639,0.27452853322029114,0.20792079170669547,0.2616822429906542
7a2b9f98-3eb0-44d8-9c93-eb7ab6fbe335,no,0.999077320098877,0.0006165248923934996,0.9984607952064835,0.0006626537069678307,0.31481481448495374,0.28695652173913044
ac3c0b7d-10a0-458b-96aa-11a3a73fde5c,no,0.9992287158966064,0.00012362700363155454,0.9991050888929749,0.0006476912531070411,0.3255813948815576,0.3793103448275862
844a3d85-58e4-4374-aecf-a63147a766e7,extrinsic,0.5479271411895752,0.0002816026972141117,0.5476455384923611,0.767521858215332,0.21249999960125,0.2261904761904762
9f25243a-c6ec-4a64-8efa-25a2e43586a9,no,0.9979029893875122,0.00014850552543066442,0.9977544838620815,0.0019484864315018058,0.21782178184883835,0.171875
0a809c5a-2c71-469f-9912-787aa39d5efe,no,0.9993908405303955,0.0004337609570939094,0.9989570795733016,0.00017545721493661404,0.2698412695634921,0.3389830508474576
f3c34d79-9e30-47ad-a2c1-6f1973dccf38,extrinsic,0.01634489744901657,0.00039067314355634153,0.01595422430546023,0.9832644462585449,0.21568627400999613,0.21428571428571427
d0ee8f51-dae7-4f91-95c8-1c6430a4b4bb,no,0.9994576573371887,0.00036820382229052484,0.9990894535148982,0.00022252921189647168,0.2594142256683181,0.2543859649122807
4dc2e487-8f65-4902-aa18-2ccc85265be8,extrinsic,0.00014324529911391437,0.9994118213653564,-0.9992685760662425,0.0004449319385457784,0.23999999950540798,0.3076923076923077
84c19fbe-02c2-41ab-90d8-ba9613c3d0e1,no,0.9981520771980286,0.002124364720657468,0.9960277124773711,0.0003617276670411229,0.21518987302155104,0.2926829268292683
78dbdb1d-12bd-4ec7-a426-33249da55a56,intrinsic,0.0005761309876106679,0.49976515769958496,-0.4991890267119743,0.4996587634086609,0.18666666616746663,0.15789473684210525
34d0198f-9686-4262-921f-4b81002fab32,no,0.9987760186195374,0.0009629935375414789,0.9978130250819959,0.0002609738730825484,0.4210526310914128,0.37037037037037035
d1e1aa59-a5c1-415c-a248-1f721e30cb82,intrinsic,0.003926167730242014,0.6658501029014587,-0.6619239351712167,0.6630942225456238,0.27350427319891885,0.3177570093457944
731de0cf-34a0-4c75-ba4e-4da50dd71be9,extrinsic,0.3890692889690399,0.0004859448818024248,0.3885833440872375,0.9420705437660217,0.2619047614360119,0.30392156862745096
295e135c-01b0-4417-b79d-60babf549eae,no,0.9985517859458923,0.0001924508687807247,0.9983593350771116,0.0012558092130348086,0.5061728390794086,0.4868421052631579
42049fa7-e174-4ede-bb03-c4ee8a891c85,no,0.999224841594696,0.000383958948077634,0.9988408826466184,0.0003911777166649699,0.3386243382728367,0.3076923076923077
7f007e46-da17-4b11-afa3-280851abe172,extrinsic,0.0022139139473438263,0.00019590274314396083,0.0020180112041998655,0.997590184211731,0.1632653056226572,0.11842105263157894
40452eea-8ad2-4ce4-8b28-e2d19675528a,no,0.9994224905967712,0.00032945259590633214,0.9990930380008649,0.0002480900438968092,0.36129032217972945,0.4235294117647059
ce6645ac-88c6-4cad-acb8-b5b9f4df8297,no,0.8882193565368652,0.0003731868928298354,0.8878461696440354,0.11140750348567963,0.19999999976281252,0.19148936170212766
94cbeb8d-c07e-4df2-9074-82510b861cab,intrinsic,0.00013492227299138904,0.9979962110519409,-0.9978612887789495,0.0018689448479562998,0.216867469385397,0.15151515151515152
1a95ea1f-370c-45d3-aeca-08cb39a519b2,extrinsic,0.004960368853062391,0.3326578438282013,-0.3276974749751389,0.9948759078979492,0.2539682534727891,0.32
f7a16c32-2764-4ca8-9085-2a85ab3707a9,extrinsic,0.08993666619062424,0.00026715899002738297,0.08966950720059685,0.9814504981040955,0.26143790809842365,0.38961038961038963
6f92e03e-bd72-452c-a40b-50437c014584,extrinsic,0.07824540883302689,0.00027542654424905777,0.07796998228877783,0.9214792251586914,0.18978102144706693,0.21428571428571427
41b82f68-d429-48e3-ac73-3b43c1bc8293,extrinsic,0.9240121841430664,0.0001412999554304406,0.923870884187636,0.07584655284881592,0.4531249995098877,0.4393939393939394
8e16dd29-be42-437c-b507-b072b0401172,no,0.9994916915893555,0.0002722757344599813,0.9992194158548955,0.0002700384065974504,0.18292682886466388,0.25806451612903225
711b7250-6585-46a6-94a7-bcb6cc6baf24,extrinsic,0.6265391707420349,0.3463384807109833,0.28020069003105164,0.027122383937239647,0.2658959533322196,0.30303030303030304
eada66c5-c6fa-435a-ac1f-7d2cc785ec51,intrinsic,0.007047993130981922,0.0008843206451274455,0.006163672485854477,0.9920676946640015,0.2222222217442463,0.21052631578947367
8dbd85c3-d1ca-4b86-9dbd-133d5365189c,extrinsic,0.40744277834892273,0.00018902453302871436,0.407253753815894,0.5923681855201721,0.20338983019462797,0.256
4dc77c8d-1a4e-4af0-9a81-95a6fec13243,extrinsic,0.1641872525215149,0.00021421635756269097,0.1639730361639522,0.8355985283851624,0.25688073344836293,0.21333333333333335
05f1d940-b547-46d9-91c9-a4ceecc618e8,intrinsic,0.0009737069485709071,0.0005426553543657064,0.00043105159420520067,0.9984836578369141,0.38709677370054335,0.3793103448275862
b4e75634-05c3-4173-a046-6fd18815f1a0,intrinsic,0.11169523000717163,0.0002478526730556041,0.11144737733411603,0.8880569338798523,0.2105263155445757,0.22857142857142856
007d6d5d-d296-432b-868b-ca9c8e1d6992,intrinsic,0.03281605243682861,0.0003547021187841892,0.032461350318044424,0.9915153384208679,0.2684563753930004,0.3902439024390244
b02fcc5f-8b84-4619-8967-f64c328e138a,intrinsic,0.00032871903385967016,0.999211311340332,-0.9988825923064724,0.00045987823978066444,0.22680412328408972,0.208955223880597
6852ad9f-7a02-4c10-9ea4-45a402ff50f8,no,0.9958093166351318,0.0024297754280269146,0.9933795412071049,0.0017609064234420657,0.3932584265157808,0.3548387096774194
11a57b21-35e3-468b-b504-3eac71fca5a2,extrinsic,0.33358991146087646,0.0002205947384936735,0.3333693167223828,0.9983059763908386,0.2193548382772945,0.25961538461538464
5712f849-8e05-463d-a393-b65f9bf0f9c3,no,0.9994052052497864,0.00018027424812316895,0.9992249310016632,0.001531353802420199,0.2533333330830222,0.2361111111111111
1dd39d80-8652-4c86-8b8d-3aaf6dfbbd11,intrinsic,0.016375666484236717,0.00048424405395053327,0.015891422430286184,0.9831401705741882,0.2901554400624983,0.31683168316831684
d98dd34c-ef2c-42ee-acbe-d9ff9b87c4fa,no,0.9980176091194153,0.0002746219397522509,0.997742987179663,0.005424062255769968,0.262295081661247,0.3
0d82760b-5afb-4e4f-928f-71d057ba3c93,intrinsic,0.009272770956158638,0.49840161204338074,-0.4891288410872221,0.49232569336891174,0.19631901805397267,0.18085106382978725
2b5e093b-a875-4b15-bfef-e63bc2fbad84,no,0.9992339015007019,0.0005454494967125356,0.9986884520039894,0.00022063151118345559,0.45652173865406426,0.45098039215686275
c5491c8e-1371-4ace-ac79-c894b2d2ac37,intrinsic,0.00017213774845004082,0.9979071617126465,-0.9977350239641964,0.0019207884324714541,0.2584269658982452,0.2765957446808511
cf3dc672-8aa7-4bec-89db-01e650c579b7,intrinsic,0.004292810335755348,0.0007128489669412374,0.0035799613688141108,0.9949942827224731,0.2517482513069588,0.24719101123595505
219e332b-e252-4523-af92-726be32fe10a,no,0.9991044402122498,0.0003221333317924291,0.9987823068804573,0.0011802037479355931,0.2318840576836799,0.2345679012345679
9a30b496-d408-47af-a4d1-38ba9a12cb4d,extrinsic,0.0009785844013094902,0.8844459056854248,-0.8834673212841153,0.11457550525665283,0.16363636313900828,0.15584415584415584
de386f4c-de77-4e1c-b870-a93eae975a43,extrinsic,0.0893101915717125,0.0003092959523200989,0.0890008956193924,0.9103805422782898,0.12612612562941322,0.10465116279069768
c693e3ff-5b11-4c1c-b7ec-b2ec4d7cc6e4,extrinsic,0.01796439290046692,0.32868489623069763,-0.3107205033302307,0.6533507108688354,0.3357664228981832,0.25274725274725274
2e002839-6ca7-4079-8302-bc2ac546d110,intrinsic,0.0167885459959507,0.0002257719897897914,0.016562774006160907,0.9829856753349304,0.2692307687620193,0.23880597014925373
d2423636-d6e0-46e2-b691-05909c89aad7,extrinsic,0.006769397296011448,0.4956521689891815,-0.48888277169317007,0.49757838249206543,0.25581395299513254,0.265625
defd153c-170d-42ce-934b-04d5d9f252a1,intrinsic,0.008955891244113445,0.3326345384120941,-0.32367864716798067,0.990860641002655,0.28749999959570316,0.2777777777777778
bbf6db03-7085-4370-b480-b4e176b862ce,extrinsic,0.2621806561946869,0.010721683502197266,0.2514589726924896,0.7270976901054382,0.21666666618055555,0.2676056338028169
4a437c09-75c5-4bc2-a043-297fc6f4d760,extrinsic,0.49357888102531433,0.00015156500739976764,0.49342731601791456,0.5062695741653442,0.2260869560453686,0.2638888888888889
fe2b9963-d039-42b2-b21f-7fa2c34ef344,extrinsic,0.005053577944636345,0.9916611909866333,-0.986607613041997,0.003285280428826809,0.39215686227126323,0.4411764705882353
37f6856f-35f6-40c9-92c7-8bfc330e2869,intrinsic,0.003550400957465172,0.9943802952766418,-0.9908298943191767,0.3347035348415375,0.20202020164774004,0.28695652173913044
8bf29677-86a8-4f6a-a10e-1cf74bc932e9,intrinsic,0.0048978677950799465,0.9881418943405151,-0.9832440265454352,0.0069601768627762794,0.22058823486169982,0.2
ff2ae1b2-6f9b-4b15-b935-1e0eb68430db,extrinsic,0.2542516589164734,0.014885096810758114,0.23936656210571527,0.7308632731437683,0.19780219740870666,0.3469387755102041
3b1b79b1-7525-4f47-a6c1-1f13cae6142c,intrinsic,0.0001919249043567106,0.9986157417297363,-0.9984238168253796,0.0011922954581677914,0.14432989650547345,0.22448979591836735
eaa8e844-e89a-4d05-a3d6-032accc41e5b,intrinsic,0.08878345042467117,0.0005499356193467975,0.08823351480532438,0.9106666445732117,0.20979020932016237,0.2222222222222222
59a81095-c4f4-448b-8dee-95db2f926518,no,0.9957377910614014,0.00022042484488338232,0.995517366216518,0.004041796550154686,0.2941176467435602,0.32786885245901637
6bb215a9-60ac-4235-a52c-dfd655d1140c,no,0.9776434898376465,0.00018197469762526453,0.9774615151400212,0.022174488753080368,0.18978102159028185,0.14444444444444443
c4b0936f-a12b-4b07-8d76-fe15a149bc05,intrinsic,0.0032595470547676086,0.00032957468647509813,0.0029299723682925105,0.9984413981437683,0.1860465112155219,0.18181818181818182
05afefe6-592c-4a7d-a621-b1ebf06d9c75,extrinsic,0.8797386288642883,0.0003934133274015039,0.8793452155368868,0.42389675974845886,0.23655913935986822,0.225
2c1135c2-d509-40b3-9e92-7a04bf90ce83,intrinsic,0.44520124793052673,0.0001980942761292681,0.44500315365439747,0.5546006560325623,0.24999999950000001,0.23529411764705882
3fe48908-3497-47cc-a929-aa26652ab985,intrinsic,0.016156882047653198,0.0003273792390245944,0.015829502808628604,0.983515739440918,0.19847328199662026,0.18518518518518517
e1116966-6016-47c9-ac3e-3121d57c3ee0,extrinsic,0.31079402565956116,0.6644710898399353,-0.35367706418037415,0.024734923616051674,0.22916666625786675,0.25961538461538464
3f707824-0f19-49e3-a674-df206793a22d,intrinsic,0.032608676701784134,0.00028261845000088215,0.03232605825178325,0.9671087265014648,0.27956989199861254,0.26229508196721313
01c4649e-eb30-47cc-8e45-b7063a95a3dd,extrinsic,0.9789360761642456,0.0002356747427256778,0.9787004014215199,0.020828211680054665,0.25581395298864257,0.21212121212121213
a319e463-30bb-48c6-8f27-5726bd67e956,intrinsic,0.019677454605698586,0.00040023538167588413,0.0192772192240227,0.9799222946166992,0.2255639094334332,0.2777777777777778
135543d3-5f43-47cb-b278-591480c9c98e,extrinsic,0.496656596660614,0.0002487151650711894,0.4964078814955428,0.5030946135520935,0.23188405748151644,0.19387755102040816
6b458802-c636-41d7-af0d-1955c4178807,intrinsic,0.023800410330295563,0.33447757363319397,-0.3106771633028984,0.6417219638824463,0.37438423606270477,0.3409090909090909
b0fcdc67-5576-4af0-9e69-a8d933f2b549,extrinsic,0.007795147597789764,0.9667620062828064,-0.9589668586850166,0.025442859157919884,0.23880596967431506,0.2261904761904762
c6949a2a-fcd9-4d8e-8d5f-ec2cf4acdfd9,intrinsic,0.14720529317855835,0.3284960985183716,-0.18129080533981323,0.8523061871528625,0.23529411725778548,0.2743362831858407
f7544776-6f54-4186-9144-82fada99b778,extrinsic,0.11132842302322388,0.00047699076822027564,0.1108514322550036,0.8881945610046387,0.2363636358677686,0.2222222222222222
091c856a-3dd9-4be0-be42-9292db148f19,no,0.98598313331604,0.00022435971186496317,0.9857587736041751,0.013792461715638638,0.4401913871860076,0.4044943820224719
4def1813-abf5-4f46-a040-6fad3bc5aa20,no,0.9728691577911377,0.012780215591192245,0.9600889421999454,0.09021055698394775,0.3121387279744729,0.3023255813953488
9594ea1a-471d-4e9c-a7b2-77acc376ecac,extrinsic,0.9942360520362854,9.747614967636764e-05,0.994138575886609,0.01162861566990614,0.2950819667970976,0.20512820512820512
e438223c-bcd5-4e04-873e-b14b1b756e14,intrinsic,0.022053813561797142,0.0003448246279731393,0.021708988933824003,0.9776013493537903,0.2421052627465374,0.3592233009708738
e144d9c8-998e-4402-87f6-9dee6462571f,extrinsic,0.04011620953679085,0.33267250657081604,-0.2925562970340252,0.6272112727165222,0.405405404945672,0.3058823529411765
1e5e6652-5ea4-4b22-973b-1a9a75bf2723,extrinsic,0.003448238130658865,0.000479713809909299,0.002968524320749566,0.9960720539093018,0.18333333285333334,0.14814814814814814
04902209-6fd6-419f-a2bd-b7bd85d5223d,no,0.9990079998970032,0.0006672721356153488,0.9983407277613878,0.0006645720568485558,0.18666666626942222,0.23863636363636365
df0364f9-19cd-404a-9696-d559ecf82885,intrinsic,0.08730035275220871,0.5933133363723755,-0.5060129836201668,0.31938636302948,0.32820512778719263,0.32727272727272727
13817e75-4c55-470a-baa6-da34d2f07552,no,0.998799741268158,0.000820087268948555,0.9979796539992094,0.0003802132559940219,0.22594142230444147,0.22916666666666666
9da3727c-702f-4ad7-9210-ff16b9f8565d,no,0.9952462911605835,0.00010216097871307284,0.9951441301818704,0.0046515692956745625,0.522522522097557,0.39344262295081966
0373bf42-e9f7-426b-b18c-a6c736333143,extrinsic,0.33339664340019226,0.3329665958881378,0.00043004751205444336,0.3336367905139923,0.25892857102040817,0.2605042016806723
27103039-e10f-4726-870f-f279ed267a21,extrinsic,0.031646087765693665,0.9433780312538147,-0.911731943488121,0.4378206431865692,0.20717131441253317,0.19469026548672566
fe90882c-490b-4f2d-a2a3-9c3089a94f82,no,0.9991406202316284,0.00011942429409828037,0.9990211959375301,0.0007398950401693583,0.4545454541659504,0.38095238095238093
3df16ea1-64bd-45d9-9157-669dd6b73346,no,0.9994528293609619,0.00019533319573383778,0.9992574961652281,0.0005978955305181444,0.3628318580828569,0.4177215189873418
384c329c-b1a5-4244-bf1b-f525ac5914cf,no,0.8564164042472839,0.2880655825138092,0.5683508217334747,0.14151854813098907,0.35862068922711055,0.35294117647058826
96bf2fe4-676c-4c87-a072-13bbca7b56ed,intrinsic,0.011519206687808037,0.4996073544025421,-0.4880881477147341,0.4888734221458435,0.24793388380329218,0.2727272727272727
148252d8-ebdf-4af2-9893-e68acb9637f8,extrinsic,0.94610995054245,0.04958534240722656,0.8965246081352234,0.00430480157956481,0.305555555259645,0.26666666666666666
a5257a90-b4df-4bc2-94b7-cab813438cd0,intrinsic,0.0005295613664202392,0.5001675486564636,-0.4996379872900434,0.4993029236793518,0.21487603264667712,0.2463768115942029
f7a125cc-755a-4c91-a1f6-e81cfe0bd191,intrinsic,0.0046210684813559055,0.0012006083270534873,0.0034204601543024182,0.994178295135498,0.19653179152260353,0.26595744680851063
c7fd2170-7cef-4c95-8515-3aeae0120d49,no,0.9989750981330872,0.0007224785513244569,0.9982526195817627,0.0003023262252099812,0.26490066182799005,0.25
14d06166-49b0-4669-a023-be238b1ccd81,extrinsic,0.057094085961580276,0.000625387707259506,0.05646869825432077,0.9422805309295654,0.14457831283691389,0.15454545454545454
6dcb2b9e-e246-4632-a20d-2cd8bb6863a4,no,0.998994767665863,0.00044667316251434386,0.9985480945033487,0.0028666965663433075,0.23312883410470853,0.2413793103448276
a6a3b33f-0e8e-4cb0-8128-a38f1caf83d1,intrinsic,0.025020716711878777,0.0003449631913099438,0.024675753520568833,0.9746343493461609,0.24358974318474688,0.2391304347826087
ceedb6e2-1c25-4362-8a14-bc4399e118e2,extrinsic,0.040228843688964844,0.00019370800873730332,0.04003513568022754,0.9595774412155151,0.13333333285013887,0.20481927710843373
a238f245-b769-43c7-9ca8-03c3011ae437,no,0.9992894530296326,0.0003580269403755665,0.998931426089257,0.0006126885418780148,0.3624161069663529,0.36585365853658536
e491f5b5-7579-449a-96db-215bdf3c2401,intrinsic,0.0002105616731569171,0.9974341988563538,-0.9972236371831968,0.0023552230559289455,0.39215686228277585,0.40625
f180bea5-06ac-4eef-8f01-47bf6152163d,no,0.9983687400817871,0.00013313708768691868,0.9982356029941002,0.0014980911510065198,0.22818791918382056,0.24691358024691357
c1ddcdb8-31e1-4aff-a619-a29812527ca4,extrinsic,0.03938259556889534,0.00023445207625627518,0.039148143492639065,0.9953129887580872,0.19230769190269556,0.22549019607843138
71fc0a7b-7e35-427e-8b59-30b415c0e896,extrinsic,0.6564844250679016,0.00020216801203787327,0.6562822570558637,0.6598420739173889,0.1869158874973797,0.1721311475409836
514c0a73-e932-46ff-bdc0-5b655fb03852,intrinsic,0.0006708059809170663,0.0008864175761118531,-0.0002156115951947868,0.9984427690505981,0.21568627401922336,0.2112676056338028
b27efee3-7f71-42d6-b905-8cc4551bb601,no,0.9992495775222778,8.821419032756239e-05,0.9991613633319503,0.0006621418287977576,0.22360248410493422,0.2962962962962963
ad62cc09-ba80-42ef-a4b9-2baec53cda55,extrinsic,0.000336690922267735,0.998571515083313,-0.9982348241610453,0.0010918553452938795,0.2058823525813149,0.22
4d9df041-b880-48d7-b68c-fe0aded79ed1,extrinsic,0.0014989146729931235,0.00028008021763525903,0.0012188344553578645,0.9982210397720337,0.17499999951124998,0.19298245614035087
679fc71f-f0d1-49ee-8775-fcb0ac4e292f,no,0.9983973503112793,0.0009867175249382854,0.997410632786341,0.0006158986361697316,0.3934426224943564,0.5
cad98807-9b2d-429b-9cec-b87db37908b8,extrinsic,0.6104764342308044,0.0014131286880001426,0.6090633055428043,0.6830025315284729,0.21229050239568054,0.2268041237113402
a1c135da-1c3d-4ce9-b309-947d44a65ac0,intrinsic,0.008174115791916847,0.3331364691257477,-0.32496235333383083,0.6586894392967224,0.20606060569961432,0.24489795918367346
9b8d6284-07f1-4ab2-ba0f-04e13252c4c5,intrinsic,0.0023407824337482452,0.00035970343742519617,0.001981078996323049,0.9972994923591614,0.193548386596832,0.25
cc72460a-e66c-4e55-9cca-11ed53c3e0f9,intrinsic,0.03992341831326485,0.0003282879770267755,0.03959513033623807,0.9969184994697571,0.2064516125465973,0.25882352941176473
6b449512-7060-44dc-9f19-39e604abc126,intrinsic,0.0030727193225175142,0.0002123380545526743,0.00286038126796484,0.9967149496078491,0.49180327818973396,0.4166666666666667
290514a9-bf69-45ef-8764-1ce8d42664a7,extrinsic,0.3823927342891693,0.3039151132106781,0.07847762107849121,0.313692182302475,0.27322404330436867,0.24545454545454545
250457e8-55bb-4931-9c8e-e7713a5a0406,intrinsic,0.0010772024979814887,0.000901008490473032,0.0001761940075084567,0.9980217814445496,0.23684210476869808,0.24528301886792453
2966bfa1-5e01-4aad-bdb2-74a98267b2c2,extrinsic,0.0032005123794078827,0.6621736884117126,-0.6589731760323048,0.6661878824234009,0.2044444440492247,0.2764227642276423
0a7fc265-609d-4c2b-911a-c778d5286fe3,intrinsic,0.004303512163460255,0.00037013375549577177,0.003933378407964483,0.9953263401985168,0.20183486210348453,0.2553191489361702
7fc0ebac-dbed-4ef6-9ba1-1aee0c75c8f2,no,0.9995179176330566,0.00013056473108008504,0.9993873529019766,0.0003515243879519403,0.6206896547318669,0.6296296296296297
2c21c25e-98a8-40e9-8fbb-ed2db6a24b2b,no,0.999350368976593,0.003140275599434972,0.996210093377158,0.000585041765589267,0.34920634883805046,0.37755102040816324
28c1de4f-7cc4-4939-8e0f-35bac6d21727,extrinsic,0.35950660705566406,0.03644561767578125,0.3230609893798828,0.6040477752685547,0.26130653223433753,0.2796610169491525
e4a78b61-7912-46f7-ba1b-adfca713e5e8,no,0.9952606558799744,0.0008085114532150328,0.9944521444267593,0.00393082108348608,0.29166666622222226,0.33766233766233766
ebb8160f-6fef-4578-b3ec-5247d39e830a,no,0.924233615398407,0.00012126233195886016,0.9241123530664481,0.07564511150121689,0.4363636359901561,0.4794520547945205
16fbfe2c-0c8e-405f-8c4e-1ff8b81d2220,intrinsic,0.01218646764755249,0.00045937459799461067,0.01172709304955788,0.9952282905578613,0.19672131111588878,0.2
017e4326-983a-4bb2-8e9a-362c090dc83c,intrinsic,0.003873028326779604,0.00040593091398477554,0.0034670974127948284,0.9957210421562195,0.2051282046610782,0.18032786885245902
985aa55b-de9f-4fa5-8d0f-c439fa623c87,no,0.9988124370574951,0.0001182962441816926,0.9986941408133134,0.0010693138465285301,0.22818791909661731,0.36363636363636365
468ced87-543d-4183-a8db-1c1ad4dc5983,intrinsic,0.0028772747609764338,0.33542951941490173,-0.3325522446539253,0.9940420985221863,0.22382671444225782,0.2595419847328244
0fc079a1-eb81-4bd6-9404-5a6dc4597935,extrinsic,0.010899041779339314,0.036945782601833344,-0.02604674082249403,0.9521551132202148,0.14977973528180247,0.1791044776119403
ae6263d6-e41b-4dbc-a6ec-9dff4872e237,no,0.9966786503791809,0.00014202071179170161,0.9965366296673892,0.008370951749384403,0.27624309354354265,0.4
59d81e50-0770-4166-8c69-c4a673ed50ce,intrinsic,0.003788234665989876,0.9899671077728271,-0.9861788731068373,0.15019536018371582,0.20100502479846472,0.205607476635514
d4cc0eca-6b74-4192-ba19-b19d74f9f25e,intrinsic,0.10084965825080872,0.00032442796509712934,0.10052523028571159,0.8988259434700012,0.23655913928962888,0.25396825396825395
